userID,KnowledgeTag,assessmentItemID,testId,grade,user_answer,elapsed,Timestamp
'윤준석','0','12', '마동석', '0', '1','6771','1624272393434'
'윤준석','0','14', '더콰이엇', '2', '1','2010','1624272395946'
'윤준석','0','36', '무한도전', '1', '1','2054','1624272398501'
'윤준석','0','39', '무한도전', '0', '1','2423','1624272401427'
'윤준석','0','19', '무한도전', '1', '1','6739','1624272408666'
'윤준석','0','5', '무한도전', '0', '1','2019','1624272411186'
'윤준석','0','31', '윤미래', '1', '1','1906','1624272413595'
'윤준석','0','13', '더콰이엇', '0', '1','4636','1624272418731'
'윤준석','0','6', '태양의_후예', '0', '1','1580','1624272420811'
'윤준석','0','35', '싸이', '0', '1','1764','1624272423075'
'윤준석','0','32', '소녀시대', '0', '1','2658','1624272426235'
'윤준석','0','20', '워너원', '0', '1','2962','1624272429699'
'윤준석','0','1', '김고은', '0', '1','1604','1624272431803'
'윤준석','0','7', '송중기', '0', '1','10331','1624272442635'
'윤준석','0','23', '소녀시대', '2', '1','2114','1624272445251'
'윤준석','0','4', '윤미래', '0', '1','1386','1624272447139'
'윤준석','0','8', '워너원', '1', '0','1683','1624272449323'
'윤준석','0','28', '소녀시대', '1', '1','2907','1624272452731'
'윤준석','0','9', '송중기', '2', '1','1603','1624272454835'
'윤준석','1','4', '한국_전쟁', '0', '1','2698','1624272561626'
'윤준석','1','26', '송나라의_역대_황제', '2', '1','2299','1624272564426'
'윤준석','1','21', '한국_전쟁', '0', '1','1387','1624272566314'
'윤준석','1','34', '조선', '0', '1','1295','1624272568114'
'윤준석','1','31', '조선', '0', '1','1426','1624272570042'
'윤준석','1','36', '조선', '0', '1','1179','1624272853971'
'윤준석','1','27', '한국_전쟁', '0', '1','2983','1624272857458'
'윤준석','1','5', '조선', '0', '1','3787','1624272861747'
'윤준석','1','21', '한국_전쟁', '0', '1','1834','1624272864083'
'윤준석','1','13', '조선', '0', '1','2460','1624272867043'
'윤준석','1','36', '조선', '0', '1','1140','1624272962363'
'윤준석','1','30', '한국_전쟁', '0', '1','2306','1624272965171'
'윤준석','1','2', '조선', '1', '1','1467','1624272967139'
'윤준석','1','11', '한국_전쟁', '0', '1','1307','1624272968947'
'윤준석','1','9', '조선', '0', '1','1507','1624272970954'
'윤준석','3','17', 'FIFA_월드컵', '1', '1','1961','1624303625762'
'윤준석','3','25', '김연경', '0', '1','9579','1624303635842'
'윤준석','3','16', 'FIFA_월드컵', '0', '1','3258','1624303639602'
'윤준석','3','20', '2018년_FIFA_월드컵', '2', '1','3355','1624303643458'
'윤준석','3','38', '2018년_FIFA_월드컵', '1', '0','2163','1624303646122'
'윤준석','1','13', '조선', '0', '1','3297','1624304146635'
'윤준석','1','11', '한국_전쟁', '0', '1','2499','1624304149635'
'윤준석','1','6', '조선', '1', '0','3491','1624304153627'
'윤준석','1','20', '한국_전쟁', '0', '1','4481','1624304158610'
'윤준석','1','29', '한국_전쟁', '0', '1','1723','1624304160835'
'윤준석','2','33', '근세_프랑스', '0', '1','1351','1624304284379'
'윤준석','2','19', '비디오_게임_문화', '1', '1','2657','1624304287539'
'윤준석','2','8', '비디오_게임_문화', '0', '1','2515','1624304290555'
'윤준석','2','12', '사회주의', '2', '1','3355','1624304294411'
'윤준석','2','29', '비디오_게임_문화', '1', '1','2874','1624304297787'
'윤준석','0','4', '윤미래', '0', '1','1564','1624309715358'
'윤준석','0','31', '윤미래', '1', '1','1675','1624309717533'
'윤준석','0','24', '싸이', '2', '0','1435','1624309719469'
'윤준석','0','15', '더콰이엇', '0', '1','1451','1624309721422'
'윤준석','0','18', '소녀시대', '0', '1','6772','1624309728694'
